PID,DEPT,GRAYEAR,YEAR,TERM,DIV,SUBJ,SCORE_NUM,SCORE_STR,EMP,MM_all_subj,MM_per_subj
310,건축학과,202302,2019,20,전필,건축계획,3.5,B+,1,0.7143,0.6
311,건축학과,202302,2019,20,전필,건축구조계획,3.0,B0,1,0.5714,0.4
312,건축학과,202302,2019,20,전필,건축설계스튜디오2,3.5,B+,1,0.7143,0.5
313,건축학과,202302,2019,20,전필,한국건축사,2.0,C0,1,0.2857,0.1667
314,건축학과,202302,2020,10,전선,실내환경디자인,4.5,A+,1,1.0,1.0
315,건축학과,202302,2020,10,전선,청주거주환경과문화,4.0,A0,1,0.8571,0.75
316,건축학과,202302,2020,10,전필,건축법과제도,2.5,C+,1,0.4286,0.2
317,건축학과,202302,2020,10,전필,건축설계스튜디오3,3.5,B+,1,0.7143,0.6
318,건축학과,202302,2020,10,전필,건축시공기술,2.0,C0,1,0.2857,0.2857
319,건축학과,202302,2020,10,전필,단지설계의이해,3.5,B+,1,0.7143,0.3333
320,건축학과,202302,2020,20,전선,비정형구조디자인,3.5,B+,1,0.7143,0.5
321,건축학과,202302,2020,20,전필,건축설계스튜디오4,3.0,B0,1,0.5714,0.25
322,건축학과,202302,2020,20,전필,건축설비계획,4.0,A0,1,0.8571,0.8
323,건축학과,202302,2020,20,전필,건축의장연습,3.0,B0,1,0.5714,0.4
324,건축학과,202302,2020,20,전필,근현대건축론,3.0,B0,1,0.5714,0.4
325,건축학과,202302,2021,10,전필,건축설계스튜디오5,4.5,A+,1,1.0,1.0
326,건축학과,202302,2021,10,전필,도시공간설계,3.5,B+,1,0.7143,0.6
327,건축학과,202302,2021,10,전필,디지털디자인과제작,3.5,B+,1,0.7143,0.75
328,건축학과,202302,2021,10,전필,친환경건축론,3.0,B0,1,0.5714,0.4
329,건축학과,202302,2021,20,전선,도시경관과제도,3.5,B+,1,0.7143,0.6
330,건축학과,202302,2021,20,전필,건축공간론,3.0,B0,1,0.5714,0.4
331,건축학과,202302,2021,20,전필,건축설계스튜디오6,3.0,B0,1,0.5714,0.0
332,건축학과,202302,2021,20,전필,건축재료계획과디자인,4.5,A+,1,1.0,1.0
333,건축학과,202302,2021,20,전필,빌딩시스템테크놀러지,3.5,B+,1,0.7143,0.6
334,건축학과,202302,2022,10,전선,건축예산관리,2.5,C+,1,0.4286,0.0
335,건축학과,202302,2022,10,전필,건축설계스튜디오7,2.5,C+,1,0.4286,0.0
336,건축학과,202302,2022,10,전필,건축실무경영과사회,3.5,B+,1,0.7143,0.6
337,건축학과,202302,2022,10,전필,지구단위계획,1.0,D0,1,0.0,0.0
338,건축학과,202302,2022,20,전필,건축설계스튜디오8,3.0,B0,1,0.5714,0.4
339,건축학과,202302,2014,10,전필,건축설계디자인1,2.5,C+,1,0.4286,0.25
340,건축학과,202302,2014,20,전필,건축설계디자인2,2.5,C+,1,0.4286,0.0
341,건축학과,202302,2017,10,전선,건축CAD설계,3.5,B+,1,0.7143,0.5
342,건축학과,202302,2017,10,전필,건축구조역학,3.5,B+,1,0.7143,0.7143
343,건축학과,202302,2017,10,전필,건축설계스튜디오1,3.0,B0,1,0.5714,0.5714
344,건축학과,202302,2017,10,전필,서양건축사,3.5,B+,1,0.7143,0.6
345,건축학과,202302,2017,10,전필,인간행태와심리,3.0,B0,1,0.5714,0.4
346,건축학과,202302,2017,20,전선,건축멀티미디어,2.5,C+,1,0.4286,0.2
347,건축학과,202302,2017,20,전선,대지분석과계획,3.0,B0,1,0.5714,0.25
348,건축학과,202302,2017,20,전필,건축계획,3.0,B0,1,0.5714,0.4
349,건축학과,202302,2017,20,전필,건축구조계획,2.0,C0,1,0.2857,0.0
350,건축학과,202302,2017,20,전필,건축설계스튜디오2,3.5,B+,1,0.7143,0.5
351,건축학과,202302,2017,20,전필,한국건축사,2.0,C0,1,0.2857,0.1667
352,건축학과,202302,2018,10,전선,청주거주환경과문화,3.0,B0,1,0.5714,0.25
353,건축학과,202302,2018,10,전선,현대건축가와비평,2.5,C+,1,0.4286,0.0
354,건축학과,202302,2018,10,전필,건축법과제도,2.5,C+,1,0.4286,0.2
355,건축학과,202302,2018,10,전필,건축설계스튜디오3,4.0,A0,1,0.8571,0.8
356,건축학과,202302,2018,10,전필,건축시공기술,3.0,B0,1,0.5714,0.5714
357,건축학과,202302,2018,10,전필,단지설계의이해,3.0,B0,1,0.5714,0.0
358,건축학과,202302,2018,20,전선,비정형구조디자인,3.0,B0,1,0.5714,0.25
359,건축학과,202302,2018,20,전필,건축설계스튜디오4,2.5,C+,1,0.4286,0.0
360,건축학과,202302,2018,20,전필,건축설비계획,3.5,B+,1,0.7143,0.6
361,건축학과,202302,2018,20,전필,건축의장연습,2.0,C0,1,0.2857,0.0
362,건축학과,202302,2018,20,전필,근현대건축론,4.0,A0,1,0.8571,0.8
363,건축학과,202302,2019,10,전선,건축물보전과리모델링,3.5,B+,1,0.7143,0.0
364,건축학과,202302,2019,10,전필,건축설계스튜디오5,3.0,B0,1,0.5714,0.25
365,건축학과,202302,2019,10,전필,도시공간설계,2.0,C0,1,0.2857,0.0
366,건축학과,202302,2019,10,전필,디지털디자인과제작,3.0,B0,1,0.5714,0.5
367,건축학과,202302,2019,10,전필,친환경건축론,2.0,C0,1,0.2857,0.0
368,건축학과,202302,2020,20,전선,도시경관과제도,4.5,A+,1,1.0,1.0
369,건축학과,202302,2020,20,전필,건축공간론,3.0,B0,1,0.5714,0.4
370,건축학과,202302,2020,20,전필,건축설계스튜디오6,3.5,B+,1,0.7143,0.3333
371,건축학과,202302,2020,20,전필,건축재료계획과디자인,3.5,B+,1,0.7143,0.0
372,건축학과,202302,2020,20,전필,빌딩시스템테크놀러지,3.5,B+,1,0.7143,0.6
373,건축학과,202302,2021,10,전필,건축설계스튜디오7,2.5,C+,1,0.4286,0.0
374,건축학과,202302,2021,10,전필,건축실무경영과사회,3.5,B+,1,0.7143,0.6
375,건축학과,202302,2021,10,전필,건축예산관리,4.0,A0,1,0.8571,0.75
376,건축학과,202302,2021,10,전필,지구단위계획,3.5,B+,1,0.7143,0.7143
377,건축학과,202302,2022,20,전필,건축설계스튜디오8,3.5,B+,1,0.7143,0.6
378,조경도시계획전공,202208,2014,10,전선,지역개발론,2.5,C+,1,0.4286,1.0
379,조경도시계획전공,202208,2014,20,전선,CAD실습,3.5,B+,1,0.7143,1.0
380,조경도시계획전공,202208,2014,20,전선,도시학개론,2.5,C+,1,0.4286,0.2
381,조경도시계획전공,202208,2015,10,전선,도시ㆍ부동산법규,2.5,C+,1,0.4286,1.0
382,조경도시계획전공,202208,2015,10,전선,도시환경론,2.5,C+,1,0.4286,1.0
383,조경도시계획전공,202208,2015,10,전선,컴퓨터응용도시계획,3.0,B0,1,0.5714,1.0
384,조경도시계획전공,202208,2015,10,전필,도시계획론,2.0,C0,1,0.2857,0.0
385,조경도시계획전공,202208,2020,10,전선,부동산학원론,3.0,B0,1,0.5714,1.0
386,조경도시계획전공,202208,2020,10,전선,조경도시법규,2.5,C+,1,0.4286,0.2
387,조경도시계획전공,202208,2020,10,전필,조경도시설계캡스톤디자인1,3.5,B+,1,0.7143,0.5
388,조경도시계획전공,202208,2020,10,전필,컴퓨터응용기법,4.5,A+,1,1.0,1.0
389,조경도시계획전공,202208,2020,20,전선,단지계획실습,4.0,A0,1,0.8571,0.5
390,조경도시계획전공,202208,2020,20,전선,도시개발론,3.5,B+,1,0.7143,0.0
391,조경도시계획전공,202208,2020,20,전선,도시농촌재생,4.5,A+,1,1.0,1.0
392,조경도시계획전공,202208,2020,20,전선,비오톱설계,3.5,B+,1,0.7143,0.6
393,조경도시계획전공,202208,2020,20,전선,컴퓨터응용설계,3.5,B+,1,0.7143,0.3333
394,조경도시계획전공,202208,2020,20,전선,환경조사통계분석,4.5,A+,1,1.0,1.0
395,조경도시계획전공,202208,2021,10,전선,조경시공구조학,2.5,C+,1,0.4286,0.0
396,조경도시계획전공,202208,2021,10,전선,조경학개론,3.5,B+,1,0.7143,0.0
397,조경도시계획전공,202208,2021,10,전필,조경도시설계캡스톤디자인2,3.5,B+,1,0.7143,0.3333
398,조경도시계획전공,202208,2021,20,전선,조경수목실습2,4.0,A0,1,0.8571,0.5
399,조경도시계획전공,202208,2021,20,전필,측량학,3.5,B+,1,0.7143,0.5
400,경영학과,202208,2014,20,전선,조직행동론,1.5,D+,1,0.1429,0.0
401,경영학과,202208,2018,10,전선,인적자원개발론,2.5,C+,1,0.4286,0.0
402,경영학과,202208,2018,10,전필,경영정보시스템,2.0,C0,1,0.2857,0.0
403,경영학과,202208,2018,10,전필,마케팅,2.5,C+,1,0.4286,0.2
404,경영학과,202208,2018,10,전필,재무관리원론,3.0,B0,1,0.5714,0.5
405,경영학과,202208,2018,20,전선,기업재무론,2.0,C0,1,0.2857,0.2857
406,경영학과,202208,2018,20,전선,유통및소매전략,2.5,C+,1,0.4286,0.0
407,경영학과,202208,2018,20,전필,인적자원관리,2.5,C+,1,0.4286,0.0
408,경영학과,202208,2020,20,전선,경영전략,3.0,B0,1,0.5714,0.25
409,경영학과,202208,2020,20,전선,소비자행동론,2.5,C+,1,0.4286,0.2
410,경영학과,202208,2020,20,전선,파생금융상품론,2.0,C0,1,0.2857,0.0
411,경영학과,202208,2021,10,전선,경영분석,3.0,B0,1,0.5714,0.25
412,경영학과,202208,2021,10,전선,경영캡스톤디자인1,3.0,B0,1,0.5714,0.0
413,경영학과,202208,2021,10,전선,빅데이터관리,3.0,B0,1,0.5714,0.4
414,경영학과,202208,2021,10,전선,지식재산리서치실무,2.0,C0,1,0.2857,0.0
415,경영학과,202208,2021,20,전선,경영시뮬레이션,2.5,C+,1,0.4286,0.0
416,경영학과,202208,2021,20,전선,벤처창업론,3.5,B+,1,0.7143,0.0
417,경영학과,202208,2021,20,전선,정보처리프로그래밍,3.0,B0,1,0.5714,0.6667
418,경영학과,202208,2021,20,전선,품질경영,3.0,B0,1,0.5714,0.25
419,경영학과,202208,2022,10,전선,경영과컴퓨터,3.5,B+,1,0.7143,0.6
420,경영학과,202208,2022,10,전선,경영과학,2.5,C+,1,0.4286,0.0
421,경영학과,202208,2022,10,전선,경영통계학,2.5,C+,1,0.4286,0.0
422,경영학과,202208,2022,10,전선,경영학원론,2.5,C+,1,0.4286,0.4286
423,만화애니메이션학과,202302,2014,10,전선,만화기초1,4.0,A0,0,0.8571,0.6667
424,만화애니메이션학과,202302,2014,10,전선,애니메이션기초1,4.0,A0,0,0.8571,0.6667
425,만화애니메이션학과,202302,2014,10,전선,표현매체연구1,2.5,C+,0,0.4286,0.0
426,만화애니메이션학과,202302,2014,10,전필,인체드로잉1,4.0,A0,0,0.8571,0.75
427,만화애니메이션학과,202302,2014,20,전선,만화기초2,3.0,B0,0,0.5714,0.3333
428,만화애니메이션학과,202302,2014,20,전선,애니메이션기초2,2.5,C+,0,0.4286,0.0
429,만화애니메이션학과,202302,2014,20,전선,표현매체연구2,1.5,D+,0,0.1429,0.1429
430,만화애니메이션학과,202302,2014,20,전필,기초컴퓨터그래픽,4.0,A0,0,0.8571,1.0
431,만화애니메이션학과,202302,2014,20,전필,인체드로잉2,2.5,C+,0,0.4286,0.0
432,만화애니메이션학과,202302,2015,10,전선,애니메이션제작기법1,2.0,C0,0,0.2857,0.0
433,만화애니메이션학과,202302,2015,10,전선,인체드로잉3,2.5,C+,0,0.4286,0.0
434,만화애니메이션학과,202302,2015,10,전선,카툰창작1,2.0,C0,0,0.2857,0.0
435,만화애니메이션학과,202302,2015,10,전선,캐릭터디자인1,2.0,C0,0,0.2857,0.0
436,만화애니메이션학과,202302,2015,10,전필,디지털드로잉1,2.0,C0,0,0.2857,0.0
437,만화애니메이션학과,202302,2015,20,전선,애니메이션제작기법2,1.0,D0,0,0.0,0.0
438,만화애니메이션학과,202302,2015,20,전선,인체드로잉4,2.0,C0,0,0.2857,0.0
439,만화애니메이션학과,202302,2015,20,전선,카툰창작2,3.5,B+,0,0.7143,0.5
440,만화애니메이션학과,202302,2015,20,전선,캐릭터디자인2,2.5,C+,0,0.4286,0.3333
441,만화애니메이션학과,202302,2015,20,전필,디지털드로잉2,3.0,B0,0,0.5714,0.0
442,만화애니메이션학과,202302,2016,10,전선,3D애니메이션1,3.0,B0,0,0.5714,0.5
443,만화애니메이션학과,202302,2016,10,전선,디지털페인팅1,2.0,C0,0,0.2857,1.0
444,만화애니메이션학과,202302,2016,20,전선,3D애니메이션2,2.0,C0,0,0.2857,0.0
445,만화애니메이션학과,202302,2016,20,전선,극화창작2,2.5,C+,0,0.4286,0.0
446,만화애니메이션학과,202302,2016,20,전선,디지털페인팅2,2.5,C+,0,0.4286,1.0
447,만화애니메이션학과,202302,2016,20,전선,웹툰제작2,1.0,D0,0,0.0,0.0
448,만화애니메이션학과,202302,2017,10,전선,어시스턴트프로그램1,1.0,D0,0,0.0,0.0
449,만화애니메이션학과,202302,2017,20,전선,독립프로젝트2,3.5,B+,0,0.7143,0.0
450,만화애니메이션학과,202302,2017,20,전선,산학협력스튜디오2,3.5,B+,0,0.7143,0.5
451,만화애니메이션학과,202302,2017,20,전선,졸업작품제작2,2.5,C+,0,0.4286,0.0
452,만화애니메이션전공,202302,2014,10,전선,만화기초1,3.5,B+,0,0.7143,0.75
453,만화애니메이션전공,202302,2014,10,전선,표현매체연구1,3.5,B+,0,0.7143,0.7143
454,만화애니메이션전공,202302,2014,10,전필,인체드로잉1,3.5,B+,0,0.7143,0.6
455,만화애니메이션전공,202302,2014,20,전선,만화기초2,3.5,B+,0,0.7143,0.6
456,만화애니메이션전공,202302,2014,20,전선,애니메이션기초2,4.0,A0,0,0.8571,0.8333
457,만화애니메이션전공,202302,2014,20,전선,표현매체연구2,3.5,B+,0,0.7143,0.7143
458,만화애니메이션전공,202302,2014,20,전필,기초컴퓨터그래픽,3.5,B+,0,0.7143,1.0
459,만화애니메이션전공,202302,2014,20,전필,인체드로잉2,2.5,C+,0,0.4286,0.2
460,만화애니메이션전공,202302,2015,10,전선,애니메이션제작기법1,3.0,B0,0,0.5714,0.4
461,만화애니메이션전공,202302,2015,10,전선,인체드로잉3,3.0,B0,0,0.5714,0.25
462,만화애니메이션전공,202302,2015,10,전선,카툰창작1,4.5,A+,0,1.0,1.0
463,만화애니메이션전공,202302,2015,10,전선,캐릭터디자인1,4.5,A+,0,1.0,1.0
464,만화애니메이션전공,202302,2015,10,전필,디지털드로잉1,2.5,C+,0,0.4286,0.2
465,만화애니메이션전공,202302,2020,20,전선,캐릭터디자인2,4.5,A+,0,1.0,1.0
466,만화애니메이션전공,202302,2020,20,전필,애니메이션제작기법2,4.5,A+,0,1.0,1.0
467,만화애니메이션전공,202302,2020,20,전필,카툰창작2,4.5,A+,0,1.0,1.0
468,만화애니메이션전공,202302,2021,10,전선,3D애니메이션1,3.5,B+,0,0.7143,0.5
469,만화애니메이션전공,202302,2021,10,전선,극화창작1,2.5,C+,0,0.4286,0.0
470,만화애니메이션전공,202302,2021,10,전선,만화애니메이션스토리텔링1,4.0,A0,0,0.8571,0.6667
471,만화애니메이션전공,202302,2021,10,전선,웹툰제작1,2.5,C+,0,0.4286,0.0
472,만화애니메이션전공,202302,2021,20,전선,3D애니메이션2,4.0,A0,0,0.8571,0.75
473,만화애니메이션전공,202302,2021,20,전선,극화창작2,2.5,C+,0,0.4286,0.0
474,만화애니메이션전공,202302,2021,20,전선,만화애니메이션스토리텔링2,3.5,B+,0,0.7143,0.3333
475,만화애니메이션전공,202302,2021,20,전선,웹툰제작2,2.5,C+,0,0.4286,0.3333
476,만화애니메이션전공,202302,2022,10,전선,독립프로젝트1,3.5,B+,0,0.7143,0.5
477,만화애니메이션전공,202302,2022,10,전선,디지털아트워크1,2.5,C+,0,0.4286,0.3333
478,만화애니메이션전공,202302,2022,10,전선,졸업작품제작1,3.5,B+,0,0.7143,0.5
479,만화애니메이션전공,202302,2022,20,전선,디지털아트워크2,2.5,C+,0,0.4286,0.0
480,만화애니메이션전공,202302,2022,20,전선,졸업작품제작2,3.0,B0,0,0.5714,0.0
481,만화애니메이션학과,202302,2014,10,전선,만화기초1,4.5,A+,1,1.0,1.0
482,만화애니메이션학과,202302,2014,10,전선,애니메이션기초1,4.0,A0,1,0.8571,0.6667
483,만화애니메이션학과,202302,2014,10,전선,표현매체연구1,3.5,B+,1,0.7143,1.0
484,만화애니메이션학과,202302,2014,10,전필,인체드로잉1,4.0,A0,1,0.8571,0.75
485,만화애니메이션학과,202302,2015,20,전선,만화기초2,3.0,B0,1,0.5714,0.3333
486,만화애니메이션학과,202302,2015,20,전선,애니메이션기초2,3.0,B0,1,0.5714,0.25
487,만화애니메이션학과,202302,2015,20,전선,표현매체연구2,3.5,B+,1,0.7143,0.7143
488,만화애니메이션학과,202302,2015,20,전필,기초컴퓨터그래픽,3.5,B+,1,0.7143,0.5
489,만화애니메이션학과,202302,2015,20,전필,인체드로잉2,4.5,A+,1,1.0,1.0
490,만화애니메이션학과,202302,2016,10,전선,동작연구1,2.5,C+,1,0.4286,0.2
491,만화애니메이션학과,202302,2016,10,전선,디지털드로잉1,3.5,B+,1,0.7143,0.6
492,만화애니메이션학과,202302,2016,10,전선,디지털아트워크1,3.5,B+,1,0.7143,0.7143
493,만화애니메이션학과,202302,2016,10,전선,캐릭터디자인1,4.5,A+,1,1.0,1.0
494,만화애니메이션학과,202302,2016,10,전필,애니메이션제작기법1,3.5,B+,1,0.7143,0.6
495,만화애니메이션학과,202302,2016,10,전필,카툰창작1,3.5,B+,1,0.7143,0.6
496,만화애니메이션학과,202302,2016,20,전선,디지털드로잉2,4.0,A0,1,0.8571,0.6667
497,만화애니메이션학과,202302,2016,20,전선,디지털아트워크2,2.0,C0,1,0.2857,0.0
498,만화애니메이션학과,202302,2016,20,전선,인체드로잉4,3.0,B0,1,0.5714,0.4
499,만화애니메이션학과,202302,2016,20,전필,카툰창작2,2.5,C+,1,0.4286,0.0
500,만화애니메이션학과,202302,2020,10,전선,극화창작1,3.0,B0,1,0.5714,0.0
501,만화애니메이션학과,202302,2020,10,전선,만화애니메이션스토리텔링1,4.0,A0,1,0.8571,0.75
502,만화애니메이션학과,202302,2020,10,전선,특수효과기초1,2.5,C+,1,0.4286,0.0
503,만화애니메이션학과,202302,2020,20,전선,만화애니메이션스토리텔링2,4.0,A0,1,0.8571,0.6667
504,만화애니메이션학과,202302,2020,20,전선,웹툰제작2,3.5,B+,1,0.7143,0.7143
505,만화애니메이션학과,202302,2020,20,전필,애니메이션제작기법2,3.0,B0,1,0.5714,0.5714
506,만화애니메이션학과,202302,2021,10,전선,산학협력스튜디오1,4.5,A+,1,1.0,1.0
507,만화애니메이션학과,202302,2021,10,전선,어시스턴트프로그램1,2.5,C+,1,0.4286,0.4286
508,만화애니메이션학과,202302,2021,10,전선,졸업작품제작1,2.5,C+,1,0.4286,0.0
509,만화애니메이션학과,202302,2021,20,전선,산학협력스튜디오2,3.5,B+,1,0.7143,0.5
510,만화애니메이션학과,202302,2021,20,전선,어시스턴트프로그램2,3.5,B+,1,0.7143,0.0
511,만화애니메이션학과,202302,2021,20,전선,졸업작품제작2,3.5,B+,1,0.7143,0.5
512,영화학과,202302,2014,10,전선,시나리오워크샵1,2.0,C0,0,0.2857,1.0
513,영화학과,202302,2014,10,전선,영화기술기초,2.0,C0,0,0.2857,1.0
514,영화학과,202302,2014,20,전선,세계영화사,2.5,C+,0,0.4286,1.0
515,영화학과,202302,2014,20,전선,시나리오워크샵2,1.5,D+,0,0.1429,1.0
516,영화학과,202302,2014,20,전선,영화제작기초,2.5,C+,0,0.4286,1.0
517,영화학과,202302,2015,10,전선,촬영워크샵1,1.0,D0,0,0.0,1.0
518,영화학과,202302,2015,10,전선,카메라연기워크샵1,2.5,C+,0,0.4286,1.0
519,영화학과,202302,2015,10,전필,영화제작워크샵1,2.0,C0,0,0.2857,0.0
520,영화학과,202302,2016,20,전선,스토리텔링,2.5,C+,0,0.4286,0.0
521,영화학과,202302,2016,20,전선,편집워크샵2,1.0,D0,0,0.0,0.0
522,영화학과,202302,2016,20,전필,영화제작워크샵2,3.0,B0,0,0.5714,0.25
523,영화학과,202302,2017,10,전선,단편시나리오워크샵,2.5,C+,0,0.4286,0.0
524,영화학과,202302,2017,10,전선,프로듀싱1,1.0,D0,0,0.0,0.0
525,영화학과,202302,2020,20,전선,스타일분석,2.5,C+,0,0.4286,0.0
526,영화학과,202302,2020,20,전선,연기제작워크샵4,4.0,A0,0,0.8571,0.75
527,영화학과,202302,2020,20,전선,연출·제작워크샵4,4.0,A0,0,0.8571,0.75
528,영화학과,202302,2020,20,전선,촬영3,4.0,A0,0,0.8571,1.0
529,영화학과,202302,2021,10,전선,대본낭독&극창작,3.0,B0,0,0.5714,1.0
530,영화학과,202302,2021,10,전선,연기졸업작품워크샵1,3.5,B+,0,0.7143,0.3333
531,영화학과,202302,2021,10,전선,텍스트분석,4.5,A+,0,1.0,1.0
532,영화학과,202302,2021,20,전선,세계배우스타일연구,3.0,B0,0,0.5714,1.0
533,영화학과,202302,2021,20,전선,씬스터디2(연극),3.0,B0,0,0.5714,1.0
534,영화학과,202302,2021,20,전선,연기졸업작품워크샵2,4.0,A0,0,0.8571,0.75
535,영화학과,202302,2021,20,전선,예술과상상력,2.0,C0,0,0.2857,0.0
536,영화학과,202302,2021,20,전선,움직임창작2,2.5,C+,0,0.4286,1.0
