PID,DEPT,YEAR,TERM,DIV,SUBJ,SCORE_NUM,SCORE_STR,EMP,MM_all_subj,MM_per_subj
32805,유아교육과,2021,21,전공,유아교과교육론,4.5,A+,0,1.0,1.0
32806,유아교육과,2022,11,전공,부모교육론,3.0,B0,0,0.5714,0.0
32807,유아교육과,2022,11,전공,아동안전관리및교육,3.0,B0,0,0.5714,0.5714
32808,유아교육과,2022,11,전공,영유아보육프로그램개발과평가,3.5,B+,0,0.7143,0.3333
32809,유아교육과,2022,11,전공,유아창의성발달과교육,3.5,B+,0,0.7143,0.3333
32810,유아교육과,2022,11,전공,정신건강론,3.5,B+,0,0.7143,0.0
32811,유아교육과,2022,21,전공,보육실습,4.5,A+,0,1.0,1.0
32812,유아교육과,2022,21,전공,영유아교사론,4.0,A0,0,0.8571,0.75
32813,유아교육과,2022,21,전공,유아예술교육론,3.5,B+,0,0.7143,0.0
32814,유아교육과,2019,11,전공,아동권리와복지,3.5,B+,0,0.7143,0.6
32815,유아교육과,2019,11,전공,유아교육론,1.0,D0,0,0.0,0.0
32816,유아교육과,2019,21,전공,영유아발달,2.5,C+,0,0.4286,0.4286
32817,유아교육과,2020,11,전공,아동미술,4.5,A+,0,1.0,1.0
32818,유아교육과,2020,11,전공,유아논리및논술,4.0,A0,0,0.8571,0.75
32819,유아교육과,2020,11,전공,유아언어교육,3.5,B+,0,0.7143,0.6
32820,유아교육과,2020,21,전공,유아과학교육,4.5,A+,0,1.0,1.0
32821,유아교육과,2020,21,전공,유아교수매체,4.0,A0,0,0.8571,0.75
32822,유아교육과,2020,21,전공,유아놀이지도,3.5,B+,0,0.7143,0.6
32823,유아교육과,2020,21,전공,유아생활지도,3.5,B+,0,0.7143,0.6
32824,유아교육과,2020,21,전공,유아음악교육,4.0,A0,0,0.8571,0.75
32825,유아교육과,2021,11,전공,아동관찰및행동연구,4.0,A0,0,0.8571,0.5
32826,유아교육과,2021,11,전공,유아교과교재연구및지도법,3.5,B+,0,0.7143,0.3333
32827,유아교육과,2021,11,전공,유아교육과정,4.0,A0,0,0.8571,0.6667
32828,유아교육과,2021,11,전공,유아사회교육,4.5,A+,0,1.0,1.0
32829,유아교육과,2021,21,전공,아동건강교육,3.5,B+,0,0.7143,0.3333
32830,유아교육과,2021,21,전공,아동상담론,3.5,B+,0,0.7143,0.3333
32831,유아교육과,2021,21,전공,영유아교수방법론,3.5,B+,0,0.7143,0.3333
32832,유아교육과,2021,21,전공,유아교과교육론,3.5,B+,0,0.7143,0.6
32833,유아교육과,2022,11,전공,부모교육론,3.0,B0,0,0.5714,0.0
32834,유아교육과,2022,11,전공,아동안전관리및교육,4.5,A+,0,1.0,1.0
32835,유아교육과,2022,11,전공,영유아보육프로그램개발과평가,3.5,B+,0,0.7143,0.3333
32836,유아교육과,2022,11,전공,유아창의성발달과교육,3.5,B+,0,0.7143,0.3333
32837,유아교육과,2022,11,전공,정신건강론,3.5,B+,0,0.7143,0.0
32838,유아교육과,2022,21,전공,보육실습,4.5,A+,0,1.0,1.0
32839,유아교육과,2022,21,전공,영유아교사론,4.5,A+,0,1.0,1.0
32840,유아교육과,2022,21,전공,유아예술교육론,3.5,B+,0,0.7143,0.0
32841,유아교육과,2019,11,전공,아동권리와복지,2.5,C+,1,0.4286,0.2
32842,유아교육과,2019,11,전공,유아교육론,3.5,B+,1,0.7143,0.7143
32843,유아교육과,2019,21,전공,영유아발달,2.5,C+,1,0.4286,0.4286
32844,유아교육과,2020,11,전공,아동문학,4.5,A+,1,1.0,1.0
32845,유아교육과,2020,11,전공,유아논리및논술,4.5,A+,1,1.0,1.0
32846,유아교육과,2020,11,전공,유아언어교육,3.0,B0,1,0.5714,0.4
32847,유아교육과,2020,21,전공,유아과학교육,3.0,B0,1,0.5714,0.4
32848,유아교육과,2020,21,전공,유아놀이지도,4.5,A+,1,1.0,1.0
32849,유아교육과,2020,21,전공,유아음악교육,3.5,B+,1,0.7143,0.5
32850,유아교육과,2021,11,전공,아동관찰및행동연구,3.5,B+,1,0.7143,0.0
32851,유아교육과,2021,11,전공,유아교과교재연구및지도법,3.5,B+,1,0.7143,0.3333
32852,유아교육과,2021,11,전공,유아교육과정,3.5,B+,1,0.7143,0.3333
32853,유아교육과,2021,11,전공,유아사회교육,4.5,A+,1,1.0,1.0
32854,유아교육과,2021,21,전공,아동건강교육,3.5,B+,1,0.7143,0.3333
32855,유아교육과,2021,21,전공,아동상담론,3.5,B+,1,0.7143,0.3333
32856,유아교육과,2021,21,전공,영유아교수방법론,3.5,B+,1,0.7143,0.3333
32857,유아교육과,2021,21,전공,유아교과교육론,4.0,A0,1,0.8571,0.8
32858,유아교육과,2021,21,전공,유아동작교육,3.5,B+,1,0.7143,0.5
32859,유아교육과,2022,11,전공,부모교육론,3.0,B0,1,0.5714,0.0
32860,유아교육과,2022,11,전공,아동안전관리및교육,4.0,A0,1,0.8571,0.8571
32861,유아교육과,2022,11,전공,영유아보육프로그램개발과평가,3.5,B+,1,0.7143,0.3333
32862,유아교육과,2022,11,전공,유아창의성발달과교육,3.5,B+,1,0.7143,0.3333
32863,유아교육과,2022,11,전공,정신건강론,4.5,A+,1,1.0,1.0
32864,유아교육과,2022,21,전공,보육실습,4.5,A+,1,1.0,1.0
32865,유아교육과,2022,21,전공,영유아교사론,4.5,A+,1,1.0,1.0
32866,유아교육과,2022,21,전공,유아교수매체,3.5,B+,1,0.7143,0.5
32867,유아교육과,2022,21,전공,유아예술교육론,3.5,B+,1,0.7143,0.0
32868,유아교육과,2019,11,전공,아동권리와복지,3.5,B+,0,0.7143,0.6
32869,유아교육과,2019,11,전공,유아교육론,4.0,A0,0,0.8571,0.8571
32870,유아교육과,2019,21,전공,영유아발달,3.0,B0,0,0.5714,0.5714
32871,유아교육과,2020,11,전공,아동문학,3.5,B+,0,0.7143,0.3333
32872,유아교육과,2020,11,전공,아동미술,4.0,A0,0,0.8571,0.75
32873,유아교육과,2020,11,전공,유아논리및논술,3.5,B+,0,0.7143,0.5
32874,유아교육과,2020,11,전공,유아언어교육,4.0,A0,0,0.8571,0.8
32875,유아교육과,2020,21,전공,유아과학교육,2.5,C+,0,0.4286,0.2
32876,유아교육과,2020,21,전공,유아교수매체,4.0,A0,0,0.8571,0.75
32877,유아교육과,2020,21,전공,유아놀이지도,3.5,B+,0,0.7143,0.6
32878,유아교육과,2020,21,전공,유아음악교육,4.0,A0,0,0.8571,0.75
32879,유아교육과,2021,11,전공,아동관찰및행동연구,3.5,B+,0,0.7143,0.0
32880,유아교육과,2021,11,전공,유아교과교재연구및지도법,4.5,A+,0,1.0,1.0
32881,유아교육과,2021,11,전공,유아교육과정,3.5,B+,0,0.7143,0.3333
32882,유아교육과,2021,11,전공,유아사회교육,4.5,A+,0,1.0,1.0
32883,유아교육과,2021,21,전공,아동건강교육,3.5,B+,0,0.7143,0.3333
32884,유아교육과,2021,21,전공,아동상담론,3.5,B+,0,0.7143,0.3333
32885,유아교육과,2021,21,전공,영유아교수방법론,3.5,B+,0,0.7143,0.3333
32886,유아교육과,2021,21,전공,유아교과교육론,4.5,A+,0,1.0,1.0
32887,유아교육과,2022,11,전공,부모교육론,4.0,A0,0,0.8571,0.6667
32888,유아교육과,2022,11,전공,아동안전관리및교육,3.5,B+,0,0.7143,0.7143
32889,유아교육과,2022,11,전공,영유아보육프로그램개발과평가,3.5,B+,0,0.7143,0.3333
32890,유아교육과,2022,11,전공,유아창의성발달과교육,3.5,B+,0,0.7143,0.3333
32891,유아교육과,2022,11,전공,정신건강론,3.5,B+,0,0.7143,0.0
32892,유아교육과,2022,21,전공,보육실습,4.5,A+,0,1.0,1.0
32893,유아교육과,2022,21,전공,영유아교사론,3.0,B0,0,0.5714,0.25
32894,유아교육과,2022,21,전공,유아예술교육론,3.5,B+,0,0.7143,0.0
32895,유아교육과,2019,11,전공,아동권리와복지,3.0,B0,0,0.5714,0.4
32896,유아교육과,2019,11,전공,유아교육론,2.0,C0,0,0.2857,0.2857
32897,유아교육과,2019,11,전공,전통음악,2.5,C+,0,0.4286,0.3333
32898,유아교육과,2019,21,전공,영유아발달,2.5,C+,0,0.4286,0.4286
32899,유아교육과,2020,11,전공,아동문학,3.5,B+,0,0.7143,0.3333
32900,유아교육과,2020,11,전공,유아논리및논술,3.5,B+,0,0.7143,0.5
32901,유아교육과,2020,11,전공,유아언어교육,3.0,B0,0,0.5714,0.4
32902,유아교육과,2020,21,전공,유아교수매체,3.5,B+,0,0.7143,0.5
32903,유아교육과,2020,21,전공,유아놀이지도,3.5,B+,0,0.7143,0.6
32904,유아교육과,2020,21,전공,유아음악교육,3.5,B+,0,0.7143,0.5
32905,유아교육과,2021,11,전공,아동관찰및행동연구,3.5,B+,0,0.7143,0.0
32906,유아교육과,2021,11,전공,유아교과교재연구및지도법,4.0,A0,0,0.8571,0.6667
32907,유아교육과,2021,11,전공,유아교육과정,3.0,B0,0,0.5714,0.0
32908,유아교육과,2021,11,전공,유아사회교육,3.5,B+,0,0.7143,0.3333
32909,유아교육과,2021,11,전공,유아수학교육,2.5,C+,0,0.4286,0.0
32910,유아교육과,2021,21,전공,아동상담론,3.0,B0,0,0.5714,0.0
32911,유아교육과,2021,21,전공,영유아교수방법론,3.5,B+,0,0.7143,0.3333
32912,유아교육과,2021,21,전공,유아교과교육론,3.0,B0,0,0.5714,0.4
32913,유아교육과,2021,21,전공,유아동작교육,3.5,B+,0,0.7143,0.5
32914,유아교육과,2022,11,전공,부모교육론,3.0,B0,0,0.5714,0.0
32915,유아교육과,2022,11,전공,아동안전관리및교육,3.0,B0,0,0.5714,0.5714
32916,유아교육과,2022,11,전공,영유아보육프로그램개발과평가,3.0,B0,0,0.5714,0.0
32917,유아교육과,2022,11,전공,유아창의성발달과교육,3.0,B0,0,0.5714,0.0
32918,유아교육과,2022,11,전공,정신건강론,3.5,B+,0,0.7143,0.0
32919,유아교육과,2022,21,전공,보육실습,4.5,A+,0,1.0,1.0
32920,유아교육과,2022,21,전공,영유아교사론,2.5,C+,0,0.4286,0.0
32921,유아교육과,2022,21,전공,유아생활지도,4.0,A0,0,0.8571,0.8
32922,유아교육과,2022,21,전공,유아예술교육론,3.5,B+,0,0.7143,0.0
32923,유아교육과,2019,11,전공,아동권리와복지,3.0,B0,0,0.5714,0.4
32924,유아교육과,2019,11,전공,유아교육론,3.5,B+,0,0.7143,0.7143
32925,유아교육과,2019,21,전공,영유아발달,4.5,A+,0,1.0,1.0
32926,유아교육과,2020,11,전공,아동문학,3.5,B+,0,0.7143,0.3333
32927,유아교육과,2020,11,전공,유아논리및논술,3.5,B+,0,0.7143,0.5
32928,유아교육과,2020,11,전공,유아언어교육,4.0,A0,0,0.8571,0.8
32929,유아교육과,2020,21,전공,유아과학교육,3.0,B0,0,0.5714,0.4
32930,유아교육과,2020,21,전공,유아교수매체,3.5,B+,0,0.7143,0.5
32931,유아교육과,2020,21,전공,유아놀이지도,3.5,B+,0,0.7143,0.6
32932,유아교육과,2020,21,전공,유아음악교육,4.0,A0,0,0.8571,0.75
32933,유아교육과,2021,11,전공,아동관찰및행동연구,4.0,A0,0,0.8571,0.5
32934,유아교육과,2021,11,전공,유아교과교재연구및지도법,4.0,A0,0,0.8571,0.6667
32935,유아교육과,2021,11,전공,유아교육과정,3.5,B+,0,0.7143,0.3333
32936,유아교육과,2021,11,전공,유아사회교육,4.0,A0,0,0.8571,0.6667
32937,유아교육과,2021,11,전공,유아수학교육,2.5,C+,0,0.4286,0.0
32938,유아교육과,2021,21,전공,아동건강교육,3.5,B+,0,0.7143,0.3333
32939,유아교육과,2021,21,전공,영유아교수방법론,3.5,B+,0,0.7143,0.3333
32940,유아교육과,2021,21,전공,유아교과교육론,3.5,B+,0,0.7143,0.6
32941,유아교육과,2021,21,전공,유아동작교육,4.5,A+,0,1.0,1.0
32942,유아교육과,2022,11,전공,부모교육론,4.0,A0,0,0.8571,0.6667
32943,유아교육과,2022,11,전공,아동안전관리및교육,3.5,B+,0,0.7143,0.7143
32944,유아교육과,2022,11,전공,영유아보육프로그램개발과평가,3.5,B+,0,0.7143,0.3333
32945,유아교육과,2022,11,전공,유아창의성발달과교육,3.5,B+,0,0.7143,0.3333
32946,유아교육과,2022,11,전공,정신건강론,3.5,B+,0,0.7143,0.0
32947,유아교육과,2022,21,전공,보육실습,4.5,A+,0,1.0,1.0
32948,유아교육과,2022,21,전공,영유아교사론,4.5,A+,0,1.0,1.0
32949,유아교육과,2022,21,전공,유아예술교육론,3.5,B+,0,0.7143,0.0
32950,유아교육과,2019,11,전공,아동권리와복지,2.0,C0,0,0.2857,0.0
32951,유아교육과,2019,11,전공,유아교육론,4.5,A+,0,1.0,1.0
32952,유아교육과,2019,21,전공,영유아발달,2.5,C+,0,0.4286,0.4286
32953,유아교육과,2020,11,전공,유아교육사상사,4.5,A+,0,1.0,1.0
32954,유아교육과,2020,11,전공,유아논리및논술,3.5,B+,0,0.7143,0.5
32955,유아교육과,2020,11,전공,유아언어교육,4.5,A+,0,1.0,1.0
32956,유아교육과,2020,21,전공,유아과학교육,4.0,A0,0,0.8571,0.8
32957,유아교육과,2020,21,전공,유아놀이지도,4.0,A0,0,0.8571,0.8
32958,유아교육과,2020,21,전공,유아생활지도,3.5,B+,0,0.7143,0.6
32959,유아교육과,2020,21,전공,유아음악교육,4.0,A0,0,0.8571,0.75
32960,유아교육과,2021,11,전공,아동관찰및행동연구,3.5,B+,0,0.7143,0.0
32961,유아교육과,2021,11,전공,유아교과교재연구및지도법,4.5,A+,0,1.0,1.0
32962,유아교육과,2021,11,전공,유아교육과정,3.5,B+,0,0.7143,0.3333
32963,유아교육과,2021,11,전공,유아수학교육,3.5,B+,0,0.7143,0.5
32964,유아교육과,2021,21,전공,아동건강교육,4.5,A+,0,1.0,1.0
32965,유아교육과,2021,21,전공,아동상담론,4.5,A+,0,1.0,1.0
32966,유아교육과,2021,21,전공,영유아교수방법론,4.0,A0,0,0.8571,0.6667
32967,유아교육과,2021,21,전공,유아교과교육론,4.5,A+,0,1.0,1.0
32968,유아교육과,2021,21,전공,유아동작교육,4.5,A+,0,1.0,1.0
32969,유아교육과,2022,11,전공,부모교육론,4.0,A0,0,0.8571,0.6667
32970,유아교육과,2022,11,전공,아동안전관리및교육,4.0,A0,0,0.8571,0.8571
32971,유아교육과,2022,11,전공,영유아보육프로그램개발과평가,4.5,A+,0,1.0,1.0
32972,유아교육과,2022,11,전공,유아창의성발달과교육,4.0,A0,0,0.8571,0.6667
32973,유아교육과,2022,11,전공,정신건강론,4.5,A+,0,1.0,1.0
32974,유아교육과,2022,21,전공,보육실습,4.5,A+,0,1.0,1.0
32975,유아교육과,2022,21,전공,영유아교사론,4.5,A+,0,1.0,1.0
32976,유아교육과,2022,21,전공,유아예술교육론,4.5,A+,0,1.0,1.0
32977,유아교육과,2019,11,전공,아동권리와복지,4.5,A+,0,1.0,1.0
32978,유아교육과,2019,11,전공,유아교육론,3.5,B+,0,0.7143,0.7143
32979,유아교육과,2019,11,전공,전통음악,4.0,A0,0,0.8571,0.8333
32980,유아교육과,2019,21,전공,영유아발달,2.5,C+,0,0.4286,0.4286
32981,유아교육과,2020,11,전공,아동문학,3.5,B+,0,0.7143,0.3333
32982,유아교육과,2020,11,전공,유아교육사상사,4.0,A0,0,0.8571,0.75
32983,유아교육과,2020,11,전공,유아논리및논술,3.5,B+,0,0.7143,0.5
32984,유아교육과,2020,11,전공,유아언어교육,4.5,A+,0,1.0,1.0
32985,유아교육과,2020,21,전공,유아과학교육,3.0,B0,0,0.5714,0.4
32986,유아교육과,2020,21,전공,유아놀이지도,3.5,B+,0,0.7143,0.6
32987,유아교육과,2020,21,전공,유아생활지도,3.5,B+,0,0.7143,0.6
32988,유아교육과,2020,21,전공,유아음악교육,3.5,B+,0,0.7143,0.5
32989,유아교육과,2021,11,전공,아동관찰및행동연구,4.5,A+,0,1.0,1.0
32990,유아교육과,2021,11,전공,유아교과교재연구및지도법,4.0,A0,0,0.8571,0.6667
32991,유아교육과,2021,11,전공,유아교육과정,3.5,B+,0,0.7143,0.3333
32992,유아교육과,2021,11,전공,유아사회교육,3.5,B+,0,0.7143,0.3333
32993,유아교육과,2021,11,전공,유아수학교육,3.5,B+,0,0.7143,0.5
32994,유아교육과,2021,21,전공,아동건강교육,3.5,B+,0,0.7143,0.3333
32995,유아교육과,2021,21,전공,아동상담론,3.5,B+,0,0.7143,0.3333
32996,유아교육과,2021,21,전공,영유아교수방법론,3.5,B+,0,0.7143,0.3333
32997,유아교육과,2021,21,전공,유아교과교육론,3.5,B+,0,0.7143,0.6
32998,유아교육과,2021,21,전공,유아동작교육,4.5,A+,0,1.0,1.0
32999,유아교육과,2022,11,전공,부모교육론,3.0,B0,0,0.5714,0.0
33000,유아교육과,2022,11,전공,아동안전관리및교육,4.0,A0,0,0.8571,0.8571
33001,유아교육과,2022,11,전공,영유아보육프로그램개발과평가,3.0,B0,0,0.5714,0.0
33002,유아교육과,2022,21,전공,보육실습,4.5,A+,0,1.0,1.0
33003,유아교육과,2022,21,전공,영유아교사론,2.5,C+,0,0.4286,0.0
33004,유아교육과,2019,11,전공,아동권리와복지,4.5,A+,0,1.0,1.0
33005,유아교육과,2019,11,전공,유아교육론,2.5,C+,0,0.4286,0.4286
33006,유아교육과,2019,21,전공,영유아발달,4.0,A0,0,0.8571,0.8571
33007,유아교육과,2020,11,전공,아동미술,4.0,A0,0,0.8571,0.75
33008,유아교육과,2020,11,전공,유아논리및논술,4.0,A0,0,0.8571,0.75
33009,유아교육과,2020,11,전공,유아언어교육,4.0,A0,0,0.8571,0.8
33010,유아교육과,2020,21,전공,유아과학교육,2.5,C+,0,0.4286,0.2
33011,유아교육과,2020,21,전공,유아놀이지도,3.5,B+,0,0.7143,0.6
33012,유아교육과,2020,21,전공,유아음악교육,4.5,A+,0,1.0,1.0
33013,유아교육과,2021,11,전공,아동관찰및행동연구,3.5,B+,0,0.7143,0.0
33014,유아교육과,2021,11,전공,유아교과교재연구및지도법,3.5,B+,0,0.7143,0.3333
33015,유아교육과,2021,11,전공,유아교육과정,4.5,A+,0,1.0,1.0
33016,유아교육과,2021,11,전공,유아사회교육,3.5,B+,0,0.7143,0.3333
33017,유아교육과,2021,11,전공,유아수학교육,3.5,B+,0,0.7143,0.5
33018,유아교육과,2021,21,전공,아동건강교육,3.5,B+,0,0.7143,0.3333
33019,유아교육과,2021,21,전공,아동상담론,4.0,A0,0,0.8571,0.6667
33020,유아교육과,2021,21,전공,영유아교수방법론,4.5,A+,0,1.0,1.0
33021,유아교육과,2021,21,전공,유아교과교육론,3.5,B+,0,0.7143,0.6
33022,유아교육과,2021,21,전공,유아동작교육,4.5,A+,0,1.0,1.0
33023,유아교육과,2022,11,전공,부모교육론,4.5,A+,0,1.0,1.0
33024,유아교육과,2022,11,전공,아동문학,4.0,A0,0,0.8571,0.6667
33025,유아교육과,2022,11,전공,아동안전관리및교육,4.0,A0,0,0.8571,0.8571
33026,유아교육과,2022,11,전공,영유아보육프로그램개발과평가,4.0,A0,0,0.8571,0.6667
33027,유아교육과,2022,21,전공,보육실습,4.5,A+,0,1.0,1.0
33028,유아교육과,2022,21,전공,영유아교사론,4.0,A0,0,0.8571,0.75
33029,유아교육과,2022,21,전공,유아교수매체,4.5,A+,0,1.0,1.0
33030,유아교육과,2022,21,전공,유아예술교육론,4.5,A+,0,1.0,1.0
33031,유아교육과,2019,11,전공,아동권리와복지,4.5,A+,0,1.0,1.0
33032,유아교육과,2019,11,전공,유아교육론,4.0,A0,0,0.8571,0.8571
33033,유아교육과,2019,21,전공,영유아발달,3.5,B+,0,0.7143,0.7143
33034,유아교육과,2020,11,전공,유아교육사상사,4.5,A+,0,1.0,1.0
33035,유아교육과,2020,11,전공,유아논리및논술,4.0,A0,0,0.8571,0.75
33036,유아교육과,2020,11,전공,유아언어교육,4.5,A+,0,1.0,1.0
33037,유아교육과,2020,21,전공,유아교수매체,4.5,A+,0,1.0,1.0
33038,유아교육과,2020,21,전공,유아놀이지도,4.5,A+,0,1.0,1.0
33039,유아교육과,2020,21,전공,유아생활지도,4.5,A+,0,1.0,1.0
33040,유아교육과,2020,21,전공,유아음악교육,4.5,A+,0,1.0,1.0
33041,유아교육과,2021,11,전공,아동관찰및행동연구,3.5,B+,0,0.7143,0.0
33042,유아교육과,2021,11,전공,유아교과교재연구및지도법,4.5,A+,0,1.0,1.0
33043,유아교육과,2021,11,전공,유아교육과정,4.0,A0,0,0.8571,0.6667
33044,유아교육과,2021,11,전공,유아수학교육,4.5,A+,0,1.0,1.0
33045,유아교육과,2021,21,전공,아동건강교육,4.5,A+,0,1.0,1.0
33046,유아교육과,2021,21,전공,아동상담론,4.5,A+,0,1.0,1.0
33047,유아교육과,2021,21,전공,영유아교수방법론,4.5,A+,0,1.0,1.0
33048,유아교육과,2021,21,전공,유아교과교육론,4.0,A0,0,0.8571,0.8
33049,유아교육과,2022,11,전공,부모교육론,3.5,B+,0,0.7143,0.3333
33050,유아교육과,2022,11,전공,아동안전관리및교육,4.5,A+,0,1.0,1.0
33051,유아교육과,2022,11,전공,영유아보육프로그램개발과평가,3.5,B+,0,0.7143,0.3333
33052,유아교육과,2022,11,전공,유아창의성발달과교육,4.5,A+,0,1.0,1.0
33053,유아교육과,2022,11,전공,정신건강론,4.5,A+,0,1.0,1.0
33054,유아교육과,2022,21,전공,보육실습,4.5,A+,0,1.0,1.0
33055,유아교육과,2022,21,전공,영유아교사론,4.5,A+,0,1.0,1.0
33056,유아교육과,2022,21,전공,유아동작교육,4.5,A+,0,1.0,1.0
33057,유아교육과,2022,21,전공,유아예술교육론,4.5,A+,0,1.0,1.0
33058,유아교육과,2019,11,전공,아동권리와복지,2.5,C+,1,0.4286,0.2
33059,유아교육과,2019,11,전공,유아교육론,3.5,B+,1,0.7143,0.7143
33060,유아교육과,2019,11,전공,전통음악,3.5,B+,1,0.7143,0.6667
33061,유아교육과,2019,21,전공,영유아발달,2.5,C+,1,0.4286,0.4286
33062,유아교육과,2020,11,전공,아동미술,3.5,B+,1,0.7143,0.5
33063,유아교육과,2020,11,전공,유아논리및논술,4.5,A+,1,1.0,1.0
33064,유아교육과,2020,11,전공,유아언어교육,3.5,B+,1,0.7143,0.6
33065,유아교육과,2020,21,전공,유아과학교육,2.5,C+,1,0.4286,0.2
33066,유아교육과,2020,21,전공,유아교수매체,3.5,B+,1,0.7143,0.5
33067,유아교육과,2020,21,전공,유아놀이지도,3.0,B0,1,0.5714,0.4
33068,유아교육과,2020,21,전공,유아음악교육,3.5,B+,1,0.7143,0.5
33069,유아교육과,2021,11,전공,아동관찰및행동연구,3.5,B+,1,0.7143,0.0
33070,유아교육과,2021,11,전공,유아교과교재연구및지도법,3.5,B+,1,0.7143,0.3333
33071,유아교육과,2021,11,전공,유아교육과정,4.0,A0,1,0.8571,0.6667
33072,유아교육과,2021,11,전공,유아사회교육,3.5,B+,1,0.7143,0.3333
33073,유아교육과,2021,11,전공,유아수학교육,3.5,B+,1,0.7143,0.5
33074,유아교육과,2021,21,전공,아동건강교육,3.5,B+,1,0.7143,0.3333
33075,유아교육과,2021,21,전공,아동상담론,3.5,B+,1,0.7143,0.3333
33076,유아교육과,2021,21,전공,영유아교수방법론,3.5,B+,1,0.7143,0.3333
33077,유아교육과,2021,21,전공,유아교과교육론,3.0,B0,1,0.5714,0.4
33078,유아교육과,2021,21,전공,유아동작교육,4.0,A0,1,0.8571,0.75
33079,유아교육과,2022,11,전공,부모교육론,3.0,B0,1,0.5714,0.0
33080,유아교육과,2022,11,전공,아동안전관리및교육,3.5,B+,1,0.7143,0.7143
33081,유아교육과,2022,11,전공,영유아보육프로그램개발과평가,3.5,B+,1,0.7143,0.3333
33082,유아교육과,2022,11,전공,유아창의성발달과교육,4.0,A0,1,0.8571,0.6667
33083,유아교육과,2022,21,전공,보육실습,4.0,A0,1,0.8571,0.0
33084,유아교육과,2022,21,전공,영유아교사론,4.5,A+,1,1.0,1.0
33085,유아교육과,2019,11,전공,아동권리와복지,2.5,C+,0,0.4286,0.2
33086,유아교육과,2019,11,전공,유아교육론,3.5,B+,0,0.7143,0.7143
33087,유아교육과,2019,11,전공,전통음악,1.5,D+,0,0.1429,0.0
33088,유아교육과,2019,21,전공,영유아발달,3.5,B+,0,0.7143,0.7143
33089,유아교육과,2020,11,전공,아동문학,3.5,B+,0,0.7143,0.3333
33090,유아교육과,2020,11,전공,아동미술,3.5,B+,0,0.7143,0.5
33091,유아교육과,2020,11,전공,유아논리및논술,3.5,B+,0,0.7143,0.5
33092,유아교육과,2020,11,전공,유아언어교육,3.0,B0,0,0.5714,0.4
33093,유아교육과,2020,21,전공,유아과학교육,3.0,B0,0,0.5714,0.4
33094,유아교육과,2020,21,전공,유아교수매체,3.5,B+,0,0.7143,0.5
33095,유아교육과,2020,21,전공,유아놀이지도,2.0,C0,0,0.2857,0.0
33096,유아교육과,2020,21,전공,유아음악교육,4.5,A+,0,1.0,1.0
33097,유아교육과,2021,11,전공,아동관찰및행동연구,3.5,B+,0,0.7143,0.0
33098,유아교육과,2021,11,전공,유아교과교재연구및지도법,3.0,B0,0,0.5714,0.0
33099,유아교육과,2021,11,전공,유아교육과정,3.5,B+,0,0.7143,0.3333
33100,유아교육과,2021,11,전공,유아사회교육,3.5,B+,0,0.7143,0.3333
33101,유아교육과,2021,21,전공,아동건강교육,3.5,B+,0,0.7143,0.3333
33102,유아교육과,2021,21,전공,아동상담론,3.5,B+,0,0.7143,0.3333
33103,유아교육과,2021,21,전공,영유아교수방법론,3.5,B+,0,0.7143,0.3333
33104,유아교육과,2021,21,전공,유아교과교육론,3.5,B+,0,0.7143,0.6
33105,유아교육과,2022,11,전공,부모교육론,3.5,B+,0,0.7143,0.3333
33106,유아교육과,2022,11,전공,아동안전관리및교육,3.0,B0,0,0.5714,0.5714
33107,유아교육과,2022,11,전공,영유아보육프로그램개발과평가,3.5,B+,0,0.7143,0.3333
33108,유아교육과,2022,11,전공,유아창의성발달과교육,4.0,A0,0,0.8571,0.6667
33109,유아교육과,2022,21,전공,보육실습,4.5,A+,0,1.0,1.0
33110,유아교육과,2022,21,전공,영유아교사론,3.0,B0,0,0.5714,0.25
33111,유아교육과,2022,21,전공,유아예술교육론,3.5,B+,0,0.7143,0.0
33112,유아교육과,2019,11,전공,아동권리와복지,2.5,C+,0,0.4286,0.2
33113,유아교육과,2019,11,전공,유아교육론,3.5,B+,0,0.7143,0.7143
33114,유아교육과,2019,21,전공,영유아발달,3.5,B+,0,0.7143,0.7143
33115,유아교육과,2020,11,전공,아동문학,4.0,A0,0,0.8571,0.6667
33116,유아교육과,2020,11,전공,유아교육사상사,3.5,B+,0,0.7143,0.5
33117,유아교육과,2020,11,전공,유아논리및논술,3.5,B+,0,0.7143,0.5
33118,유아교육과,2020,11,전공,유아언어교육,3.0,B0,0,0.5714,0.4
33119,유아교육과,2020,21,전공,유아교수매체,3.5,B+,0,0.7143,0.5
33120,유아교육과,2020,21,전공,유아놀이지도,4.5,A+,0,1.0,1.0
33121,유아교육과,2020,21,전공,유아음악교육,3.5,B+,0,0.7143,0.5
33122,유아교육과,2021,11,전공,아동관찰및행동연구,4.0,A0,0,0.8571,0.5
33123,유아교육과,2021,11,전공,유아교과교재연구및지도법,3.5,B+,0,0.7143,0.3333
33124,유아교육과,2021,11,전공,유아교육과정,4.5,A+,0,1.0,1.0
33125,유아교육과,2021,11,전공,유아사회교육,4.5,A+,0,1.0,1.0
33126,유아교육과,2021,11,전공,유아수학교육,3.0,B0,0,0.5714,0.25
33127,유아교육과,2021,21,전공,아동건강교육,4.5,A+,0,1.0,1.0
33128,유아교육과,2021,21,전공,영유아교수방법론,3.5,B+,0,0.7143,0.3333
